,signal_present,signal_type,trial_num,button_position,subject_number,responses,rt,correct_resp
185,1,15,185,left,ab8200,1,2456.402,1
186,1,10,186,left,ab8200,0,2135.807,0
187,1,60,187,left,ab8200,1,2177.91,1
188,1,15,188,left,ab8200,1,2273.356,1
189,0,0,189,left,ab8200,0,2658.749,1
190,0,0,190,left,ab8200,0,4648.708,1
191,1,10,191,left,ab8200,0,1586.133,0
192,1,10,192,left,ab8200,1,3403.254,1
193,1,15,193,left,ab8200,1,1844.9379999999999,1
194,1,60,194,left,ab8200,1,1298.497,1
195,1,15,195,left,ab8200,0,2529.916,0
196,0,0,196,left,ab8200,0,1498.391,1
197,1,60,197,left,ab8200,1,1802.331,1
198,1,15,198,left,ab8200,1,3193.795,1
199,1,25,199,left,ab8200,1,1740.961,1
